标题,行政区,地标,具体位置,地址,建筑面积/平方米,总价(万),每平方米价格(元),等级,百度地图经度,百度地图纬度,GCJ02经度,GCJ02纬度
新市!百信广场临街显眼位置(一点点)一口价8万买断产权无纠纷,白云,新市,购物百货中心?1层,百信广场(商业),18.0,8.8,21600.0,"""商圈""",113.26790854957298,23.200373159174715,113.27436921087302,23.206650542259287
楼上网吧，旁边沐足，对面也有沐足，附近没什么竞争,从化,街口中心区,临街门面?1层,（芙蓉）兴盛便利店(红荔路店),38.0,28.0,7368.42,"""购物""",113.59375000879415,23.55741080684399,113.60032127012545,23.563158353215525
市桥 东环路（侨福花园） 商业街商铺 72 平米,番禺,市桥,临街门面?2层,东环路,72.0,130.0,1.81,"""道路""",113.36357305584318,22.961272540518299,113.37011208671554,22.9671635415068
商铺转让有意向者可以来接手可做,增城,新塘,商业街店铺?3层,锦绣新天地,83.0,6.0,722.89,"""地产小区""",113.62934626292076,23.125013337000384,113.63576847031823,23.13129869521348
新市!百信广场临街显眼位置(一点点)一口价8万买断产权无纠纷,白云,新市,购物百货中心?1层,百信广场(商业),18.0,8.8,45000.0,"""商圈""",113.26790854957298,23.200373159174715,113.27436921087302,23.206650542259287
五套房，一套103到120平方不等，赔钱卖,增城,荔城,临街门面?3层,广州增城万达广场,110.0,99.0,9000.0,"""购物""",113.82203800491934,23.281587053942837,113.82860907826661,23.287247862663958
出售海珠工业大道地铁站附近独幢综合楼,海珠,工业大道南,购物百货中心,工业大道,54350.0,78000.0,1.44,"""道路""",113.18289291613675,23.37265734337801,113.18934802394655,23.378776796567786
新市!百信广场临街显眼位置(一点点)一口价8万买断产权无纠纷,白云,新市,购物百货中心?1层,百信广场(商业),18.0,8.8,61800.0,"""商圈""",113.26790854957298,23.200373159174715,113.27436921087302,23.206650542259287
月收租2万2，投姿笋盘！急售白云，百信广场临街旺铺 产权清晰,白云,新市,临街门面?1层,机场路1399号,35.0,35.0,78700.0,"""门址""",113.2652052788027,23.201205648098904,113.27167185156049,23.207451830660049
月收租4万5，投姿笋盘！急售白云，百信广场临街旺铺 产权清晰,白云,新市,临街门面?1层,百信广场(商业),66.5,88.8,13400.0,"""商圈""",113.26790854957298,23.200373159174715,113.27436921087302,23.206650542259287
转让养生馆sap馆，适合做美容养生,花都,花城街,临街门面?1层,天贵路99号,180.0,39.0,2166.67,"""门址""",113.22979739934147,23.406197510321826,113.23636482375525,23.411902836266085
商铺因口罩原因暂时空置中，需要自己搭建玻璃围墙，近电梯口,越秀,中山路,档口摊位?3层,中山3路33号,24.72,49.0,1.98,"""门址""",113.28870144754447,23.13168727920668,113.29511961150566,23.137988491384968
一手业主放售，目前在租7000,越秀,东湖,社区底商?1层,东湖路66号,27.0,280.0,10.37,"""门址""",113.29577254919447,23.1249836742854,113.30220659346351,23.13121023257922
低价急售花都新区花城街迎宾大道103号南航花园入口处商铺,花都,花城街,商业街店铺?1-2层,南航花园-南门,372.0,990.0,2.66,"""地产小区""",113.23868011371282,23.407945028345229,113.24522725601446,23.41375689588203
急售番禺市桥沙湾镇政府旁边锦绣世家底商,番禺,市桥,社区底商?1层,敏建·锦绣世家,16.0,45.0,2.81,"""地产小区""",113.35396486994218,22.91570029135972,113.36051166706959,22.921446273221556
广州市海珠区状元坊的店铺，土地性质国有，一个门面,海珠,前进路,商业街店铺?1层,状元坊管理中心,26.65,156.0,5.85,"""NoClass""",113.28176095951558,23.108376996681469,113.28818360596684,23.114713700579637
捡漏急售，金山谷二楼精装252方，另送64平廊道外摆区,番禺,金山谷,写字楼配套?2层,金山谷创意十街,338.0,550.0,1.63,"""道路""",113.3037600122949,23.23040139070087,113.31022749469436,23.236508401725396
新装修市场，可做快餐烧腊。,荔湾,芳村,档口摊位?1层,增滘市场,20.0,5.0,2500.0,"""购物""",113.21748010368435,23.080668651794445,113.22406536142754,23.08633533913222
月收租4万5，投姿笋盘！急售白云，百信广场临街旺铺 产权清晰,白云,新市,临街门面?1层,百信广场(商业),66.5,88.8,144800.0,"""商圈""",113.26790854957298,23.200373159174715,113.27436921087302,23.206650542259287
豪华装修、可长期,天河,长兴,临街门面?1层,美景街52号,55.61,370.0,6.65,"""门址""",113.36425927142202,23.173347514223104,113.37079246117824,23.179249397122605
商铺转让｜出售整层香雪ATM的精装公寓28w一套产权清晰包税,黄埔,香雪,写字楼配套?1-10层,侨丰商业大厦,30.0,28.0,9333.33,"""商务大厦""",113.50614348260689,23.183175131928008,113.51260980634034,23.18943364046348
江燕路保利红棉产权有证旺铺低价出售,海珠,江燕路,临街门面?1层,保利红棉花园,35.0,150.0,4.29,"""地产小区""",113.28337413654985,23.08136566561175,113.28982219813557,23.087703532273524
雅居乐商铺，因移民，急售，业主放盘,番禺,桥南,临街门面?1层,南城路,150.0,350.0,2.33,"""道路""",113.36792759180135,22.932071872463664,113.37444662425293,22.93803738255738
价格低，香港业主急售，回笼资金，看房约,海珠,江南大道中,社区底商?3层,嘉宏阁,850.0,1000.0,1.18,"""地产小区""",113.28568152408202,23.105328133449466,113.29210985578064,23.11165196223534
笋盘．大型社区底商，己精装,南沙,南沙湾,社区底商,碧桂园海湾-1号,97.5,268.0,2.75,"""地产小区""",113.61108684278213,22.7629633900028,113.61756466452855,22.768979109841458
市中心地铁口临街首层带阁楼旺铺,越秀,东湖,临街门面?1层,东湖西路,34.0,280.0,8.24,"""道路""",113.34779440939619,23.14372902107279,113.35434339082102,23.149413894002345
中大布市专业批发面料,海珠,中大,商业街店铺?1层,顺景雅苑,105.0,750.0,7.14,"""地产小区""",113.29994688506743,23.094201918655498,113.30641793532596,23.100373880740827
新港中路388号马路面临街明火餐饮旺铺（证照无限期齐全）,海珠,客村,临街门面?1层,地摊兄弟手撕大骨头(客村丽影店),111.0,1500.0,13.51,"""地产小区""",113.32839657988123,23.101547641932166,113.33495189560746,23.107268174724596
淘金商圈物业，可做市场超市等,越秀,淘金,商业街店铺?1层,华乐生鲜,1864.0,3200.0,1.72,"""购物""",113.29233212892294,23.147864617668643,113.29876503600585,23.154133692143735
中山三路 中华广场商圈 临街门面明火餐饮旺铺,越秀,农讲所,社区底商?1层,北横街,17.0,148.0,8.71,"""道路""",113.34620216288028,23.038699794816624,113.3527663327258,23.044377258145134
整栋出售广州机场附近酒店公寓,白云,人和,临街门面,矮岗南街,690.0,430.0,6231.88,"""道路""",113.29390928390629,23.364067035441939,113.30033832253267,23.370316847968476
高价清货公司。百货超市便利店短期清货，,番禺,南村镇,商业街店铺?1层,海龙湾,100.0,8888.0,88.88,"""地产小区""",113.30681407136672,23.03305236670352,113.31329562444923,23.039107390333915
特价（5W首付）增城万达广场 临街旺铺肯德基 直接买断无抵押,增城,凤凰城,商业街店铺?1层,增城万达广场(商业),20.0,9.8,4900.0,"""区县""",113.81754566889598,23.266592400631393,113.82410223904444,23.272251176865617
全网独价（大捡漏）月收租20000 琶洲保利广场喜茶,海珠,广州塔,购物百货中心?1层,保利广场,30.0,138.0,4.6,"""购物""",113.39011897179032,23.104916034187139,113.39655373947278,23.111210667473818
店铺转让或出租，租金2300，转让只需1万,天河,员村,商业街店铺?1层,员村南街,40.0,2.0,500.0,"""道路""",113.27453768491223,23.22765696471828,113.28096318595192,23.233981416080586
15年老店，做茶楼，大排档,番禺,番禺广场,档口摊位?1层,清河综合市场,60.0,10.0,1666.67,"""购物""",113.4053306077996,22.940679006325977,113.41178176292722,22.94700955877667
出售越秀越秀南写字楼配套,越秀,越秀南,写字楼配套,团一大广场,52000.0,20.0,3.85,"""休闲娱乐""",113.28451309810558,23.1249337378791,113.29092674031932,23.131260286389784
旺铺转让，求同行业盘接，位于租房小区路口，生活交通方便,天河,东圃,社区底商?1层,水上新村-停车场,40.0,6.5,1625.0,"""村庄""",113.40395611053924,23.11907592573572,113.41037175783767,23.125405505480637
产权车位带租约出售 20万/个,广州,天河,其他,远洋天骄,12.0,20.0,1.67,"""地产小区""",113.34264208831485,23.180950057631848,113.34922840169901,23.186616843956857
（北京路）大捡漏 带产权过户一口价15万,越秀,北京路,临街门面?1层,茶救星球(广州站),20.0,15.0,7500.0,"""餐饮""",113.27558169557557,23.128080857976806,113.28199466241746,23.134407650651288
转角位靓到爆！三地铁交汇（人流爆满丨真实出售）带租1.8w,白云,广园路,临街门面?1层,嘉禾望岗站地铁(商业),20.0,15.5,26000.0,"""地产小区""",113.29534863882447,23.243158286868476,113.30178189240566,23.249390431262897
狮岭皮革城五期旺铺189㎡亏本出售80万,花都,狮岭,其他?1-2层,狮岭(国际)皮革皮具城5期,189.0,80.0,4232.8,"""购物""",113.1823462972341,23.453936642787704,113.18882496208947,23.46007036910558
上下九5间铺面集体出售,广州,荔湾,商业街店铺?2层,十三甫路,56.0,380.0,6.79,"""道路""",113.25031802091296,23.117959240298697,113.2568010373411,23.123961666194199
本地业主 包过户 一口价14.88万 （江南西）茶救星球,海珠,江南西,临街门面?1层,江南西,20.0,14.88,7440.0,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
整铺包教包会，即转,番禺,大石,临街门面?1层,大山市场,36.0,10.0,2777.78,"""购物""",113.326673360422,23.029167214892778,113.33321576948087,23.03490455864974
金宇花园小区出入口商铺,荔湾,芳村,临街门面?1层,紫东街,31.38,158.0,5.04,"""道路""",113.25946250150986,23.066693194174538,113.26594890610775,23.072858667397477
1.8万转让费包含1万押金,黄埔,南岗,商业街店铺?1层,尚城万科里,30.0,1.8,600.0,"""购物""",113.28573912407809,23.08882028505267,113.29218378860414,23.095147119532986
教育路商圈餐饮铺出售 即买即用,越秀,北京路,商业街店铺?1层,教育路,111.0,1300.0,11.71,"""道路""",113.15650249687335,23.467682962252466,113.16292560339216,23.474015165154307
狮峰花园一线旺铺（幼儿园对面）50㎡现年收租6万仅售160万,花都,狮岭,社区底商?1层,狮峰花园,50.0,160.0,3.2,"""地产小区""",113.18562915471924,23.45620384424699,113.19211705758235,23.462281679065918
午茶广州%Arabica咖啡（天环广场）,天河,体育西路,购物百货中心?1层,天环广场,60.0,20.0,3333.33,"""购物""",113.33120082019079,23.138038782174026,113.33774511072771,23.143730587868583
天环喜茶 体育西路 产权出售 月收租22000,天河,体育西路,购物百货中心?1-2层,天环广场-西门,35.0,25.0,7142.86,"""购物""",113.33120082019079,23.138038782174026,113.33774511072771,23.143730587868583
位于市中心，人流密集，交通方便,从化,街口中心区,档口摊位?3层,从化书城(广百百货从化店),21.0,25.0,1.19,"""购物""",113.59567121478769,23.55348313484757,113.60223865125225,23.559254771077137
上下九商业步行街旺铺，商业购物便利。,荔湾,长寿路,社区底商,名汇大厦,4.0,20.0,5.0,"""NoClass""",113.25395615822717,23.12086581021579,113.26042449564673,23.126932135900494
旺铺出售，免中介费！,黄埔,香雪,社区底商?1层,中海誉城南苑61号商铺,43.0,230.0,5.35,"""地产小区""",113.53881799806328,23.164355043977229,113.545284025497,23.170544174627616
越秀中山三路 临街三层商业大楼直售,越秀,农讲所,临街门面?1-3层,中山三路,7200.0,21300.0,2.96,"""道路""",113.28926702069338,23.133277509816055,113.29568632332574,23.13957420477873
地铁口临街餐饮商铺出售,番禺,大石,临街门面?1层,敏兴四季花园,188.0,1500.0,7.98,"""NoClass""",113.26040680026164,23.119965345376838,113.26685389598642,23.1261380040124
江燕路 北京路，太康路 商业街卖场 10平米,海珠,江燕路,商业街店铺,空置中,10.0,75.0,7.5,"""城市""",113.27143134445974,23.135336306695007,113.27784997152557,23.141638642942163
业主甩卖海珠广场商铺急需资金,越秀,海珠广场,其他?6层,泰康饰品城,11.0,60.0,5.45,"""购物""",113.27423315934445,23.123185785635159,113.28064856597385,23.12950648566793
转角位靓到爆！三地铁交汇（人流爆满丨真实出售）带租1.8w,白云,广园路,临街门面?1层,嘉禾望岗站地铁(商业),20.0,15.5,152000.0,"""地产小区""",113.29534863882447,23.243158286868476,113.30178189240566,23.249390431262897
旅游点  住宅 附近有中学 现经营餐厅,荔湾,陈家祠,临街门面?1层,龙源新街,96.0,480.0,5.0,"""道路""",113.25185556062333,23.134559650513834,113.25832978865127,23.14058871883651
出售越秀大沙头盛贤电器批发市场3楼D167旺铺,越秀,大沙头,档口摊位?3层,盛贤大沙头旧货市场(北门),10.0,53.0,5.3,"""NoClass""",113.29112489614849,23.12297581710743,113.29754868089369,23.12925591008934
占地12100方商业物业出售:空地大适做酒店，养老院等,增城,新塘,商业街店铺?1层,新塘,7000.0,3800.0,5428.57,"""乡镇""",113.413897837276,23.158222856131148,113.4203441385435,23.164476547393183
万达金街商铺出售，欢迎沟通89m2,增城,荔城,商业街店铺?3层,万达广场(广州增城店),89.0,198.0,2.22,"""购物""",113.82203800491934,23.281587053942837,113.82860907826661,23.287247862663958
出售海珠滨江东一线临街旺铺、自用2.2万/方难得遇见,海珠,滨江东,社区底商?2层,蓝色康园会所,4309.0,8888.0,2.06,"""休闲娱乐""",113.31080039189648,23.10832156947307,113.31729502537847,23.11430564091834
占地19亩建筑7000方，适做酒店幼儿园养老院等,增城,新塘,商业街店铺?1层,新塘,7000.0,3800.0,5428.57,"""乡镇""",113.413897837276,23.158222856131148,113.4203441385435,23.164476547393183
滨江中路万城酒汇,广州,海珠,商业街店铺?1层,远安街/远安路(路口),42.0,360.0,8.57,"""道路""",113.29030276694603,23.113713938442474,113.29673037962783,23.120002913938579
特价（5W首付）增城万达广场 临街旺铺肯德基 直接买断无抵押,增城,凤凰城,商业街店铺?1层,增城万达广场(商业),20.0,9.8,4900.0,"""区县""",113.81754566889598,23.266592400631393,113.82410223904444,23.272251176865617
全网独价（大捡漏）月收租20000 琶洲保利广场喜茶,海珠,广州塔,购物百货中心?1层,保利广场,30.0,138.0,4.6,"""购物""",113.39011897179032,23.104916034187139,113.39655373947278,23.111210667473818
市中心临街首层餐饮旺铺,越秀,建设,商业街店铺?1层,青龙坊,22.0,180.0,8.18,"""道路""",113.2957748847888,23.140562416489517,113.30221115321368,23.146789401111954
四间商铺连体出售，可分售,花都,秀全,临街门面?1-2层,广东省广州市花都区宏发南路9号之二,600.0,1500.0,2.5,"""门址""",113.19822231999837,23.418738048662378,113.204767918587,23.42459968876735
